index,PredicMistral,PredicLLAMA,PredicGemma
468,"{'sentiment': 'POSITIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
469,"{'sentiment': 'NEUTRAL', 'confidence': 0.87}","{'sentiment': 'NEGATIVE', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
470,"{'sentiment': 'POSITIVE', 'confidence': 0.98}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 1}"
471,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
472,"{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
473,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
474,"{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
475,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
476,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
477,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEUTRAL', 'confidence': 0.0}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}"
478,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
479,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
480,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
481,"{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
482,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'Negative', 'confidence': 0.8}"
483,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
484,"{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
485,"{'sentiment': 'NEGATIVE', 'confidence': 0.98}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
486,"{'sentiment': 'NEUTRAL', 'confidence': 0.6}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
487,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
488,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
489,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}"
490,"{'sentiment': 'NEUTRAL', 'confidence': 0.6}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}"
491,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
492,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
493,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
494,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.7}"
495,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
496,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.3}"
497,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
498,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
499,"{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
500,"{'sentiment': 'NEGATIVE', 'confidence': 0.75}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
501,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
502,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
503,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
504,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
505,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
506,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
507,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
508,"{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEUTRAL', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
509,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
510,"{'sentiment': 'NEGATIVE', 'confidence': 0.7}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
511,"{'sentiment': 'NEUTRAL', 'confidence': 0.85}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}"
512,"{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
513,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
514,"{'sentiment': 'NEGATIVE', 'confidence': 1}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
515,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.85}"
516,"{'sentiment': 'NEUTRAL', 'confidence': 0.75}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
517,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
518,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
519,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
520,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
521,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 1}"
522,"{'sentiment': 'POSITIVE', 'confidence': 0.75}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.75}"
523,"{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
524,"{'sentiment': 'NEUTRAL', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
525,"{'sentiment': 'NEUTRAL', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
526,"{'sentiment': 'POSITIVE', 'confidence': 0.98}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
527,"{'sentiment': 'NEGATIVE', 'confidence': 0.98}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
528,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
529,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
530,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
531,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
532,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
533,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
534,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
535,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
536,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
537,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
538,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
539,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
540,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
541,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
542,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
543,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.75}"
544,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
545,"{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}"
546,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
547,"{'sentiment': 'NEUTRAL', 'confidence': 0.85}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
548,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
549,"{'sentiment': 'NEUTRAL', 'confidence': 0.98}","{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}"
550,"{'sentiment': 'NEUTRAL', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}"
551,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
552,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
553,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
554,"{'sentiment': 'NEGATIVE', 'confidence': 1}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
555,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}"
556,"{'sentiment': 'NEUTRAL', 'confidence': 0.85}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
557,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 1}"
558,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
559,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
560,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
561,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
562,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
563,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
564,"{'sentiment': 'NEGATIVE', 'confidence': 0.85}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
565,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
566,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
567,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
568,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
569,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
570,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.85}"
571,"{'sentiment': 'NEUTRAL', 'confidence': 0.65}","{'sentiment': 'NEUTRAL', 'confidence': 0.33}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
572,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
573,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
574,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
575,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
576,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.3}"
577,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
578,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
579,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
580,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
581,"{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
582,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
583,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
584,"{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}"
585,"{'sentiment': 'NEUTRAL', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
586,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.3}"
587,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
588,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
589,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
590,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
591,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
592,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.75}"
593,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
594,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
595,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
596,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
597,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
598,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
599,"{'sentiment': 'NEGATIVE', 'confidence': 1}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
600,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
601,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
602,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
603,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
604,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.1}"
605,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'Neutral', 'confidence': 0.5}"
606,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
607,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
608,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
609,"{'sentiment': 'NEUTRAL', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
610,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
611,"{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.3333333333333333}","{'sentiment': 'NEGATIVE', 'confidence': 0.6}"
612,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
613,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.6}"
614,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
615,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
616,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
617,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
618,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
619,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
620,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEUTRAL', 'confidence': 0.3}","{'sentiment': 'NEUTRAL', 'confidence': 0.7}"
621,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.3}"
622,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
623,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
